"";"DATE";"HDenomination";"HMotifs";"CEDenominationsMotifs";"NormCEDenominationsMotifs";"CEMotifsDenominations";"NormCEMotifsDenominations";"MI"
"Cappadocia ";4;0;0;0;NA;0;NA;0
"Caria ";5;0;0;0;NA;0;NA;0
"Carthage";4;1,22752941145721;1,55711309805765;0,277258872223978;0,225867396443757;0,606842558824411;0,389722852875228;0,950270539233235
"Carystus";4;0;0;0;NA;0;NA;0
"Cebren";5;-2,22044604925031e-16;1,01140426470735;0;0;1,01140426470735;1;0
"Centuripae";5;0;0;0;NA;0;NA;0
"Cercinitis";4;0;0,693147180559945;0;NA;0,693147180559945;1;0
"Chalcedon";4;1,09861228866811;0,636514168294813;0,462098120373297;0,420619835714305;0;0;0,636514168294813
"Chalcidice";5;0;0;0;NA;0;NA;0
"Chersonesus";4;0,796311640173813;1,27703425946614;0,470833838000619;0,591268310353781;0,951556457292944;0,745129936992247;0,325477802173194
"Chios";5;0,450561208866305;-2,22044604925031e-16;0,450561208866305;1;0;0;0
"Cierium";4;0;0;0;NA;0;NA;0
"Cilicia ";4;0;1,38629436111989;0;NA;1,38629436111989;1;0
"Citium ";4;0;0;0;NA;0;NA;0
"Clazomenae";5;1,09861228866811;0,636514168294813;0,462098120373297;0,420619835714305;0;0;0,636514168294813
"Colchis";5;0,636514168294813;0,636514168294813;0,462098120373297;0,725982457878719;0,462098120373297;0,725982457878719;0,174416047921516
"Consentia";4;0;0;0;NA;0;NA;0
"Corinth";6;0,450561208866305;0,867563228481461;0,374890096412539;0,832051426166561;0,791892116027695;0,912777409219825;0,0756711124537661
"Crete ";5;0;0;0;NA;0;NA;0
"Crithote";4;0;0;0;NA;0;NA;0
"Croton";5;0,574419727512093;2,75530892371739;0,157749953901396;0,274624888989514;2,33863915010669;0,848775659954479;0,416669773610698
"Cumae";5;0,500402423538188;1,33217904021012;0;0;0,831776616671934;0,624372994594435;0,500402423538188
"Cyprus";5;-2,22044604925031e-16;1,79175946922805;0;0;1,79175946922806;1;0
"Cyrenaica ";5;0,950270539233234;1,33217904021012;0,277258872223978;0,291768355196717;0,659167373200866;0,494803891447576;0,673011667009256
"Cyrene";5;0;0;0;NA;0;NA;0
"Cyzicus";5;0,926081544678785;3,23404053999957;0,114198322612786;0,123313463343442;2,42215731793357;0,748957005323716;0,811883222065999
"Dardanus";5;0;0;0;NA;0;NA;0
"Delphi";5;0;0,693147180559945;0;NA;0,693147180559945;1;0
"Dionysius I and Dionysius II";4;0,955699891112534;1,94591014905531;0;0;0,990210257942779;0,508867410154317;0,955699891112534
"Dyrrhachium";4;0,830517825287248;1,77823330579971;0;0;0,947715480512459;0,532953396734549;0,830517825287248
"Elaea";5;0;0,693147180559945;0;NA;0,693147180559945;1;0
"Elis";5;0,673011667009256;1,6094379124341;0;0;0,936426245424844;0,581834339920948;0,673011667009256
"Enna";4;0;0;0;NA;0;NA;0
"Entella";5;0;0;0;NA;0;NA;0
"Ephesus";5;0;0;0;NA;0;NA;0
"Epidaurus";4;0;0;0;NA;0;NA;0
"Epirote Kingdom ";4;0;0;0;NA;0;NA;0
"Erythrae";5;0,562335144618808;1,38629436111989;0;0;0,823959216501082;0,594360937770434;0,562335144618808
"Euboea";5;0;0;0;NA;0;NA;0
"Halicarnassus ";4;0,693147180559945;0;0,693147180559945;1;0;NA;0
"Heraclea";5;0,693147180559945;1,38629436111989;0;0;0,693147180559945;0,5;0,693147180559945
"Heraclea ";4;0;0;0;NA;0;NA;0
"Heraclea Illyricum";4;0;0;0;NA;0;NA;0
"Heraclea Pontica";5;1,56071040904141;0,450561208866305;1,1101492001751;0,711310178841544;0;0;0,450561208866305
"Herbessus";4;0;0;0;NA;0;NA;0
"Hipponium";4;0;1,09861228866811;0;NA;1,09861228866811;1;0
"Hyria";5;0;0;0;NA;0;NA;0
"Illyria ";4;0;0,693147180559945;0;NA;0,693147180559945;1;0
"Istrus";5;0;0;0;NA;0;NA;0
"Lamia ";4;1,09861228866811;0,636514168294813;0,462098120373297;0,420619835714305;0;0;0,636514168294813
"Lampsacus";5;0,682908104700471;1,27703425946614;0,272791786412063;0,399456068150943;0,86691794117773;0,678852532539059;0,410116318288409
"Larissa";5;0,450561208866305;1,56071040904141;0;0;1,1101492001751;0,711310178841544;0,450561208866305
"Lesbos";5;0,687092027379971;2,20478541691352;0,146887884991111;0,213781966807599;1,66458127452466;0,754985615269039;0,54020414238886
"Locri";4;0;0,693147180559945;0;NA;0,693147180559945;1;0
"Locri Opuntii";4;1,27985422583367;1,6094379124341;0,363563493959512;0,284066330853184;0,693147180559945;0,430676558073393;0,916290731874155
"Lucania ";6;0;0,693147180559945;0;NA;0,693147180559945;1;0
"Lycia";6;0;0;0;NA;0;NA;0
"Macedonia";6;0;0;0;NA;0;NA;0
"Mallus";4;0;0;0;NA;0;NA;0
"Maroneia";5;0;0;0;NA;0;NA;0
"Mesembria";5;0;0;0;NA;0;NA;0
"Mesma";4;0;1,09861228866811;0;NA;1,09861228866811;1;0
"Metapontum";5;1,32851519120399;1,84218937045248;0,616015062333099;0,463686878713689;1,12968924158158;0,613231874909858;0,712500128870893
"Methymna";5;0,693147180559945;0,693147180559945;0;0;0;0;0,693147180559945
"Molossi";4;0;0;0;NA;0;NA;0
"Morgantina";5;0;0;0;NA;0;NA;0
"Mycalessus";4;0;0;0;NA;0;NA;0
"Mytilene";5;0,655975732336546;2,14395220064387;0,198042051588556;0,301904539796224;1,68601851989588;0,786406767552717;0,45793368074799
"Mytistratus";4;0;0;0;NA;0;NA;0
"Nacona";5;0;0;0;NA;0;NA;0
"Neapolis";5;0,925129083572082;2,05789753192241;0;0;1,13276844835033;0,550449393508985;0,925129083572082
"Nola";4;0;0,693147180559945;0;NA;0,693147180559945;1;0
"Oetaei";4;0;0;0;NA;0;NA;0
"Olbia";5;1,03972077083992;1,03972077083992;0;0;0;0;1,03972077083992
"Olympia";5;0,693147180559945;0;0,693147180559945;1;0;NA;0
"Olynthus";5;0;0;0;NA;0;NA;0
"Opus";4;0;0;0;NA;0;NA;0
"Orchomenus";4;0,693147180559945;0;0,693147180559945;1;0;NA;0
"Orthagoreia";4;0;0;0;NA;0;NA;0
"Paeonia ";4;0;0,693147180559945;0;NA;0,693147180559945;1;0
"Pamphylia ";5;0;0;0;NA;0;NA;0
"Panticapaeum";5;0,633039511664468;2,36073609027385;0;0;1,72769657860939;0,731846556558115;0,633039511664468
"Peparethus";4;0;0;0;NA;0;NA;0
"Persia";5;1,01140426470735;1,01140426470735;0,231049060186648;0,228443826320529;0,231049060186648;0,228443826320529;0,780355204520704
"Petra";4;0;0;0;NA;0;NA;0
"Phaestus";4;0;0;0;NA;0;NA;0
"Phalanna";4;0;0;0;NA;0;NA;0
"Pharae";4;0;0;0;NA;0;NA;0
"Pharnaceia";4;0;0,693147180559945;0;NA;0,693147180559945;1;0
"Pharos (Lesina)";4;0;0;0;NA;0;NA;0
"Pheneos";4;0;0;0;NA;0;NA;0
"Pherae";4;0,693147180559945;0,693147180559945;0;0;0;0;0,693147180559945
"Philippi";4;0,950270539233234;1,33217904021012;0,277258872223978;0,291768355196717;0,659167373200866;0,494803891447576;0,673011667009256
"Phlius";4;0;0;0;NA;0;NA;0
"Phocian League ";5;0,673011667009256;0,950270539233234;0;0;0,277258872223978;0,291768355196717;0,673011667009256
"Phocis ";5;0,673011667009256;1,33217904021012;0;0;0,659167373200866;0,494803891447576;0,673011667009256
"Phoenicia ";4;0;0,636514168294813;0;NA;0,636514168294813;1;0
"Poseidonia";5;1,52463352843489;1,22933621590766;0,630092599241568;0,41327478865586;0,334795286714334;0,272338260584916;0,894540929193326
"Proconnesus";4;0,693147180559945;0;0,693147180559945;1;0;NA;0
"Propontis ";4;0;0;0;NA;0;NA;0
"Pydna";4;0;0;0;NA;0;NA;0
"Rhegium";5;1,34747640710193;2,51163034357231;0,386302253901155;0,286685727382782;1,55045619037153;0,617310662112128;0,961174153200776
"Rhodes";4;0,562335144618808;1,38629436111989;0;0;0,823959216501082;0,594360937770434;0,562335144618808
"Salamis ";5;0;0;0;NA;0;NA;0
"Samos";5;1,32966134885476;1,56071040904141;0,231049060186648;0,17376534287144;0,462098120373297;0,296081910965865;1,09861228866811
"Sicily ";6;0;0;0;NA;0;NA;0
"Sicyon";4;0;0;0;NA;0;NA;0
"Sidon ";4;0,636514168294813;1,09861228866811;0;0;0,462098120373297;0,420619835714305;0,636514168294813
"Sigeum";4;0;0,636514168294813;0;NA;0,636514168294813;1;0
"Sinde";4;0;0;0;NA;0;NA;0
"Sinope";5;0,244930026794635;1,72701312446972;0,0636514168294815;0,259875923187037;1,54573451450457;0,895033449719257;0,181278609965154
"Soli";4;0;0;0;NA;0;NA;0
"Stymphalus";4;0;0;0;NA;0;NA;0
"Syracuse";5;1,44046461873371;3,31423107521322;0,0589789783776471;0,0409444130807564;1,93274543485716;0,583165564197366;1,38148564035606
"Tanagra";5;0,636514168294813;0,636514168294813;0;0;0;0;0,636514168294813
"Tarentum";5;0,990657728139482;3,13908427835509;0,0710920185189687;0,0717624427686887;2,21951856873458;0,707059247831863;0,919565709620514
"Tarsus";4;0,918427784993098;2,36938211969468;0;0;1,45095433470158;0,61237667096456;0,918427784993098
"Tegea";4;0,636514168294813;1,09861228866811;0;0;0,462098120373297;0,420619835714305;0,636514168294813
"Tenedos";5;1,33217904021012;1,05492016798614;0,554517744447956;0,416248663062957;0,277258872223978;0,262824506192984;0,777661295762166
"Terina";5;0,992472201691768;2,89981059327369;0,255022566224297;0,256956885834773;2,16236095780622;0,745690412615901;0,737449635467471
"Teuthrania";4;0;0;0;NA;0;NA;0
"Thasos";5;1,12095039267358;0,600166073159646;0,766544978895559;0,683834881459178;0,245760659381621;0,409487757426515;0,354405413778025
"Thebes";6;0,693147180559945;1,38629436111989;0;0;0,693147180559945;0,5;0,693147180559945
"Theodosia";4;0;0;0;NA;0;NA;0
"Thessalian League ";5;0;1,09861228866811;0;NA;1,09861228866811;1;0
"Thrace";5;0;0;0;NA;0;NA;0
"Thracian Chersonese ";5;0;0;0;NA;0;NA;0
"Thurium";5;1,51490664584092;2,18370849703904;0,703605066793602;0,464454406299758;1,37240691799173;0,628475329858639;0,811301579047318
"Timoleon";4;1,52269992598575;2,61563057702755;0,0924196240746595;0,0606945744840893;1,18535027511646;0,453179545126556;1,43028030191109
"Tyre";4;0;0;0;NA;0;NA;0
"Velia";5;1,23679300079664;1,90966042154043;0,21888858333472;0,176980774627387;0,89175600407851;0,466970982913901;1,01790441746192
"Zacynthus";4;0;0;0;NA;0;NA;0
"Zancle-Messana";5;1,21735445392468;3,64367822877731;0,0773539348850028;0,0635426556625461;2,50367770973763;0,687129200916783;1,14000051903968
"Abacaenum";5;0;0;0;NA;0;NA;0
"Achaean League ";5;0,562335144618808;0,562335144618808;0,47738562622111;0,848934360210967;0,47738562622111;0,848934360210967;0,0849495183976987
"Aegae";5;1,03972077083992;1,03972077083992;0;0;0;0;1,03972077083992
"Allifae";5;0;0;0;NA;0;NA;0
"Arcadian League";5;0,950270539233234;0,673011667009256;0,277258872223978;0,291768355196717;0;0;0,673011667009256
"Assus";5;0;0;0;NA;0;NA;0
"Astacus";5;0;0;0;NA;0;NA;0
"Barca ";5;1,05492016798614;0,950270539233234;0,659167373200866;0,624850479879652;0,554517744447956;0,583536710393434;0,395752794785279
"Boeotian League ";5;1,79175946922805;1,12692879480068;1,01140426470735;0,564475467872424;0,346573590279973;0,307538144272259;0,780355204520703
"Bruttium ";5;0;1,90615474653985;0;NA;1,90615474653985;1;0
"Camarina";5;1,62592870804154;2,42547970843272;0,244640181374098;0,150461813094359;1,04419118176528;0,430509139340526;1,38128852666744
"Camirus";5;0,693147180559945;0;0,693147180559945;1;0;NA;0
"Carthaea";5;0;0;0;NA;0;NA;0
"Catana";5;1,03593643146009;2,63055495363682;0;0;1,59461852217673;0,606190917993226;1,03593643146009
"Caulonia";5;0,639031859650177;1,7812400113401;0,475135269616617;0,743523601275089;1,61734342130654;0,907987363303021;0,16389659003356
"Caunus";5;0;0;0;NA;0;NA;0
"Ceos";5;0;0;0;NA;0;NA;0
"Ceus";5;0;0;0;NA;0;NA;0
"Cnidus";5;0,500402423538188;0,500402423538188;0,449868115695047;0,899012663676109;0,449868115695047;0,899012663676109;0,0505343078431413
"Cnossus";5;0;0,693147180559945;0;NA;0,693147180559945;1;0
"Corcyra";5;0,562335144618808;1,03972077083992;0;0;0,47738562622111;0,459147917027245;0,562335144618808
"Cos";5;0;1,09861228866811;0;NA;1,09861228866811;1;0
"Croton and Sybaris";5;0;0;0;NA;0;NA;0
"Croton and Temesa";5;0;0;0;NA;0;NA;0
"Cyme";5;0;0;0;NA;0;NA;0
"Derrones";5;0;0,693147180559945;0;NA;0,693147180559945;1;0
"Dicaea";5;0,693147180559945;0,693147180559945;0;0;0;0;0,693147180559945
"Edonian Macedonia ";5;0;0;0;NA;0;NA;0
"Eion";5;1,09861228866811;1,09861228866811;0;0;0;0;1,09861228866811
"Epirote Republic ";5;0;1,09861228866811;0;NA;1,09861228866811;1;0
"Eretria";5;0,950270539233234;1,6094379124341;0;0;0,659167373200866;0,409563716691591;0,950270539233234
"Eryx";5;1,07899220787758;1,94591014905531;0;0;0,86691794117773;0,445507692941833;1,07899220787758
"Etruria ";5;0;0;0;NA;0;NA;0
"Gargara";5;0;0;0;NA;0;NA;0
"Gela";5;1,28626267417505;3,06151350242034;0;0;1,77525082824529;0,579860525469455;1,28626267417505
"Haliartus";5;0,562335144618808;0;0,562335144618808;1;0;NA;0
"Heraclea Lucania";5;1,01140426470735;1,56071040904141;0;0;0,549306144334055;0,351959044517067;1,01140426470735
"Heraclea Sintica";5;0,693147180559945;0;0,693147180559945;1;0;NA;0
"Himera";5;1,61985287193216;2,41362665569863;0,3493882934552;0,215691375129921;1,14316207722167;0,473628377662567;1,27046457847696
"Hipana";5;0;0;0;NA;0;NA;0
"Ionia";6;0;0;0;NA;0;NA;0
"Laus";5;0;0;0;NA;0;NA;0
"Leontinoi";5;1,23520375759176;2,41454950257395;0,27985134098799;0,226562896419298;1,45919708597018;0,604335129354213;0,95535241660377
"Lete";5;0,636514168294813;1,09861228866811;0;0;0,462098120373297;0,420619835714305;0,636514168294813
"Leucas";5;0;2,26963937460412;0;NA;2,26963937460412;1;0
"Lipara";5;0,325082973391448;1,41848366194566;0;0;1,09340068855421;0,770823604026888;0,325082973391448
"Lydia";6;1,09861228866811;0,636514168294813;0,462098120373297;0,420619835714305;0;0;0,636514168294813
"Magnesia Ad Maeandrum ";5;0;1,09861228866811;0;NA;1,09861228866811;1;0
"Massalia";5;0,325082973391448;1,97300140639361;0;0;1,64791843300216;0,835234292110487;0,325082973391448
"Megaris ";5;0;1,03972077083992;0;NA;1,03972077083992;1;0
"Mende";5;0,239217093816513;3,07623382097034;0;0;2,83701672715382;0,922237024966764;0,239217093816513
"Miletus";5;1,56071040904141;0,450561208866305;1,1101492001751;0,711310178841544;0;0;0,450561208866305
"Motya";5;1,242453324894;1,79175946922805;0;0;0,549306144334055;0,306573596382729;1,242453324894
"Naxos";6;0;0;0;NA;0;NA;0
"Nymphaeum";5;0,693147180559945;0;0,693147180559945;1;0;NA;0
"Panormus";5;0,562335144618808;1,03972077083992;0;0;0,47738562622111;0,459147917027245;0,562335144618808
"Paphlagonia ";5;0;0;0;NA;0;NA;0
"Parium";5;0;1,09861228866811;0;NA;1,09861228866811;1;0
"Pharcadon";5;0;0;0;NA;0;NA;0
"Pharsalus";5;0;0,500402423538188;0;NA;0,500402423538188;1;0
"Phistelia";5;0,636514168294813;1,09861228866811;0;0;0,462098120373297;0,420619835714305;0,636514168294813
"Phocaea";5;0;1,09861228866811;0;NA;1,09861228866811;1;0
"Phrygia ";5;0;0;0;NA;0;NA;0
"Pordosilene";5;0;0;0;NA;0;NA;0
"Poseidion Carpathi ";5;0;0,693147180559945;0;NA;0,693147180559945;1;0
"Sardes";5;0,867563228481461;1,242453324894;0,318257084147407;0,366840218325606;0,693147180559945;0,55788589130226;0,549306144334055
"Scepsis";5;0;0;0;NA;0;NA;0
"Scione";5;0,693147180559945;0,693147180559945;0;0;0;0;0,693147180559945
"Segesta";5;1,064315403908;2,75433170355925;0;0;1,69001629965126;0,613584884299649;1,064315403908
"Selinus";6;0;0,693147180559945;0;NA;0,693147180559945;1;0
"Sermyle";5;0;0;0;NA;0;NA;0
"Seuthes II";5;0;0;0;NA;0;NA;0
"Sicilian Naxos";5;0,636514168294813;0,636514168294813;0,462098120373297;0,725982457878719;0,462098120373297;0,725982457878719;0,174416047921516
"Siphnos";5;0;0;0;NA;0;NA;0
"Solus";5;0;0;0;NA;0;NA;0
"Sparadokos";5;0;0;0;NA;0;NA;0
"Sybaris";5;1,35797785498732;0,721463686692511;0,939483746594407;0,691825528040865;0,302969578299594;0,419937391012058;0,418494108392918
"Syria ";5;0,950270539233234;1,6094379124341;0;0;0,659167373200866;0,409563716691591;0,950270539233234
"Tauric Chersonesus ";5;0;0;0;NA;0;NA;0
"Tenos";5;0;0;0;NA;0;NA;0
"Teos";5;0;0;0;NA;0;NA;0
"Terone";5;0;0;0;NA;0;NA;0
"The Sindi";5;0,636514168294813;0,636514168294813;0,462098120373297;0,725982457878719;0,462098120373297;0,725982457878719;0,174416047921516
"Thera";5;0;0;0;NA;0;NA;0
"Thermae Himerenses";5;0;0;0;NA;0;NA;0
"Thespiae";5;0;0;0;NA;0;NA;0
"Thourion";5;0,867563228481461;1,242453324894;0,549306144334055;0,633159781674395;0,924196240746594;0,74384785506968;0,318257084147406
"Thraco-Macedonia";5;1,09861228866811;1,09861228866811;0;0;0;0;1,09861228866811
"Tricca";5;0,693147180559945;0,693147180559945;0;0;0;0;0,693147180559945
"Troezen";5;0,693147180559945;0;0,693147180559945;1;0;NA;0
